class_label,document
neutral,https://economictimes.indiatimes.com/markets/commodities/news/gold-holds-steady-amid-softer-dollar/articleshow/61926365.cmsgold holds steady amid softer dollar
positive,https://www.thehindubusinessline.com/markets/gold/Assets-under-Gold-ETFs-up-nearly-three-fold/article20192306.eceAssets under Gold ETFs up nearly three fold
negative,http://www.marketwatch.com/story/gold-marks-new-session-lows-as-us-dollar-index-trades-near-days-highs-2016-12-09Gold marks new session lows as U.S. dollar index trades near day's highs
positive,https://economictimes.indiatimes.com/markets/commodities/news/gold-edges-up-as-dollar-holds-steady/articleshow/62062152.cmsgold rises to 1-week high as dollar holds steady
positive,http://www.marketwatch.com/story/gold-adds-to-gains-after-weak-china-data-2012-09-03gold adds to gains after weak china data
negative,http://www.marketwatch.com/story/gold-prices-fall-for-the-session-to-post-a-modest-loss-for-the-week-2018-11-02gold prices fall for the session to post a modest loss for the week
positive,"https://economictimes.indiatimes.com/markets/commodities/news/commodity-watch-gold-silver-rise-sugar-slides-in-futures-trade/articleshow/54893359.cmscommodity watch: gold, silver rise; sugar slides in futures trade"
negative,"https://www.thehindubusinessline.com/opinion/columns/gnanasekaar-t/article5610125.eceLook to buy gold on dips to $1,240"
none,"http://www.marketwatch.com/story/goldmans-prior-end-2013-gold-call-was-1435oz-2013-06-24goldman's prior end-2013 gold call was $1,435/oz"
positive,"http://www.marketwatch.com/story/gold-futures-pare-gains-but-still-finish-at-a-6-week-high-2017-01-10Gold futures pare gains, but still finish at a 6-week high"
none,http://www.marketwatch.com/story/gold-survives-goldman-sachs-bugs-rejoice-2010-04-26gold survives goldman sachs
positive,http://www.marketwatch.com/story/gold-futures-up-1220-95470-ouncegold futures up $12.20 at $954.70 an ounce
none,https://www.metalsdaily.com/link/279528/reserve-bank-of-india-adds-25-tonnes-of-gold-to-forex-reserves-in-q4.htmreserve bank of india adds 2.5 tonnes of gold to forex reserves in q4
positive,"https://www.thehindubusinessline.com/markets/gold/gold-futures-rise-to-rs-29416/article9886195.eceGold futures rise to Rs 29,416"
positive,"http://www.marketwatch.com/story/cboe-gold-index-closes-at-842-up-4-2005-06-29cboe gold index closes at 84.2, up 4%"
positive,"http://www.marketwatch.com/story/dec-gold-settles-at-129670oz-up-510-or-04-2017-08-21Dec. gold settles at $1,296.70/oz, up $5.10, or 0.4%"
none,http://www.marketwatch.com/story/moodys-revises-pilgrims-pride-outlook-on-gold-kist-bid-2006-08-23moody's revises pilgrim's pride outlook on gold kist bid
negative,"http://www.marketwatch.com/story/june-gold-futures-fall-1160-or-09-to-settle-at-127750-an-ounce-2017-04-24june gold futures fall $11.60, or 0.9%, to settle at $1,277.50 an ounce"
positive,https://economictimes.indiatimes.com/markets/commodities/gold-prices-soar-but-buyers-bet-on-akshaya-tritiya/articleshow/8113514.cmsgold prices soar but buyers bet on akshaya tritiya
negative,http://www.marketwatch.com/story/gold-future-extend-losses-after-jobs-report-2017-10-06Gold future extend losses after jobs report
negative,"http://www.marketwatch.com/story/dec-gold-drops-3340-or-26-to-1233oz-2016-11-11Dec. gold drops $33.40, or 2.6%, to $1,233/oz"
negative,https://www.moneycontrol.com/news/business/stocks/gold-prices-to-trade-lower-today-angel-commodities-6-2558891.htmlGold prices to trade lower today: Angel Commodities
none,https://www.metalsdaily.com/link/282552/hedge-funds-kept-betting-against-gold-even-as-prices-began-rally.htmhedge funds kept betting against gold even as prices began rally
negative,"http://www.marketwatch.com/story/dec-gold-reverses-losses-gaining-06-to-73470-an-ounce-2008-10-27dec. gold reverses losses, gaining 0.6% to $734.70 an ounce"
positive,http://www.marketwatch.com/story/gold-futures-mark-their-highest-settlement-since-feb-11-2016-02-24gold futures mark their highest settlement since feb. 11
none,https://economictimes.indiatimes.com/markets/commodities/news/current-gold-rate-check-out-current-gold-price/articleshow/60082325.cmscurrent gold rate: check out current gold price
none,https://www.metalsdaily.com/link/278697/2018-gold-price-could-hit-$1450.htm2018 gold price 'could hit $1450'
positive,"http://www.marketwatch.com/story/gold-holds-at-a-six-week-best-as-markets-await-donald-trumps-press-conference-2017-01-11gold rallies to finish near $1,200 as trump fuels market uncertainty"
positive,"http://www.marketwatch.com/story/gold-futures-climb-to-top-1780-an-ounce-2011-11-07gold tops $1,790 to end at over six-week high"
positive,https://economictimes.indiatimes.com/markets/commodities/gold-futures-rebound-on-firm-global-cues/articleshow/20855498.cmsgold futures rebound on firm global cues
negative,http://www.marketwatch.com/story/gold-prices-on-track-to-settle-lower-for-the-session-2018-01-22gold prices on track to settle lower for the session
negative,https://www.thehindubusinessline.com/markets/commodities/fading-aura-gold-set-for-further-correction/article23751906.eceFading aura: Gold set for further correction
positive,http://www.investing.com/news/commodities-news/gold-prices-rebound-in-asia-ahead-of-china-q3-gdp-313643gold prices rebound in asia ahead of china q3 gdp
positive,"http://www.marketwatch.com/story/gold-oil-hold-on-to-gains-post-bernanke-2010-04-14gold, oil hold on to gains post bernanke"
positive,https://www.moneycontrol.com/news/business/markets/mcx-goldguinea-november-contract-rises-1344541.htmlmcx goldguinea november contract rises
negative,http://www.marketwatch.com/story/gold-futures-mark-lowest-settlement-since-early-june-2016-10-06Gold futures mark lowest settlement since early June
positive,"https://www.moneycontrol.com/news/business/markets/-1837729.htmlGold prices trading higher in Chennai, Ahmedabad market"
negative,http://www.marketwatch.com/story/gold-futures-remain-lower-after-durable-goods-2009-10-28gold futures remain lower after durable goods
neutral,http://www.marketwatch.com/story/gold-kist-started-at-hold-at-stifel-nicolaus-2006-06-14gold kist started at hold at stifel nicolaus
none,https://www.metalsdaily.com/link/274257/golds-47-year-bull-market.htmgold's 47-year bull market
negative,https://www.metalsdaily.com/link/278430/dubai-loses-glitter-as-vat-tax-crimps-demand-in-city-of-gold.htmdubai loses glitter as vat tax crimps demand in city of gold
positive,http://www.marketwatch.com/story/gold-newsletters-remain-too-bullish-2008-05-29sanguine about gold
positive,http://www.marketwatch.com/story/no-haven-bid-for-gold-after-failed-turkey-coup-attempt-2016-07-18gold ends narrowly higher as 'many uncertainties' plague the market
negative,"http://www.marketwatch.com/story/june-gold-last-at-120390oz-on-comex-down-20-cents-2015-05-22june gold last at $1,203.90/oz on comex, down 20 cents"
negative,"http://www.marketwatch.com/story/june-gold-down-15-at-123040oz-2017-05-04June gold down 1.5% at $1,230.40/oz."
positive,http://www.marketwatch.com/story/gold-aims-for-third-straight-win-as-dollar-wavers-2016-09-21gold scores third straight win; edges up more after fed decision
negative,http://www.marketwatch.com/story/gold-slips-on-stronger-dollar-ahead-of-jackson-hole-central-bank-meet-up-2017-08-24Gold settles lower as investors look to Jackson Hole
positive,https://economictimes.indiatimes.com/markets/commodities/news/gold-rises-rs-67-in-futures-trade-on-global-cues/articleshow/52290137.cmsgold rises rs 67 in futures trade on global cues
negative,http://www.marketwatch.com/story/gold-falls-as-jobs-data-reduce-economic-worries-2009-05-08gold falls as jobs data clip economic worries
positive,https://economictimes.indiatimes.com/markets/commodities/festive-demand-lifts-up-gold-silver-prices/articleshow/10452730.cmsfestive demand lifts up gold & silver prices
positive,"http://www.marketwatch.com/story/gold-futures-up-850-at-100520-an-ounce-2009-09-08gold futures up $8.50 at $1,005.20 an ounce"
positive,"https://www.thehindubusinessline.com/markets/gold/gold-hits-4week-high-as-central-bank-meetings-brexit-vote-shake-stocks/article8723872.eceGold hits 4-week high as central bank meetings, Brexit vote shake stocks"
negative,"http://www.marketwatch.com/story/gold-closes-a-tad-lower-at-132510oz-2010-10-22gold closes a tad lower at $1,325.10/oz"
negative,https://economictimes.indiatimes.com/news/economy/finance/lower-oil-prices-and-weaker-gold-demand-positive-for-current-account-deficit/articleshow/13360637.cmslower oil prices and weaker gold demand positive for current account deficit
negative,"https://www.moneycontrol.com/news/business/stocks/-1713651.htmlkarvy advises to sell gold, silver"
positive,"http://www.marketwatch.com/story/oil-gold-push-higher-after-german-court-ruling-2012-09-12oil, gold push higher after german court ruling"
negative,"http://www.investing.com/news/commodities-news/gold-falls-on-upbeat-u.s.-housing,-inflation-data-304297Gold falls on upbeat U.S. housing, inflation data"
none,https://www.metalsdaily.com/link/284494/inflation-long-term-evidence-gold-and-inflation.htminflation : long-term evidence: gold and inflation
none,https://economictimes.indiatimes.com/articleshow/5955669.cmsakshay tritiya gold sales to beat last year's record
positive,"https://www.metalsdaily.com/link/280064/gold-prices-edge-higher-on-weaker-dollar-trade-tensions.htmgold prices edge higher on weaker dollar, trade tensions"
positive,https://www.thehindubusinessline.com/markets/gold/gold-stands-tall-as-china-fears-fuel-safehaven-draw/article7574516.eceGold stands tall as China fears fuel safe-haven draw
negative,http://www.marketwatch.com/story/gold-futures-turn-lower-ahead-of-comex-close-2013-04-19gold futures turn lower ahead of comex close
positive,http://www.marketwatch.com/story/golds-2016-peak-now-looks-easy-to-reach-after-the-metals-big-breakout-2017-08-29Gold's 2016 peak now looks easy to reach after the metal's big breakout
positive,"http://www.marketwatch.com/story/gold-climbs-as-fed-policy-statement-looms-2016-07-27Gold settles higher, but seesaws after Fed statement"
none,https://www.moneycontrol.com/news/business/economy/indias-2015-16-gold-imports-drop-16-report-1023018.htmlindia's 2015-16 gold imports drop 16%: report
negative,http://www.marketwatch.com/story/dec-gold-down-14-at-40710-2004-08-24dec gold down 1.4% at $407.10
positive,"http://www.marketwatch.com/story/feb-gold-settles-at-120490oz-up-340-or-03-2017-01-20Feb. gold settles at $1,204.90/oz, up $3.40, or 0.3%"
negative,http://www.marketwatch.com/story/heres-why-gold-might-die-out-as-an-investment-2018-08-15here's why gold might die out as an investment
positive,"http://www.marketwatch.com/story/gold-futures-rally-as-other-commodities-also-rise-2008-04-07gold futures rally, as other commodities also rise"
positive,http://www.marketwatch.com/story/gold-futures-mark-highest-settlement-in-a-month-2018-12-03gold futures mark highest settlement in a month
positive,"http://www.marketwatch.com/story/gold-advances-oil-posts-losses-after-us-outlook-2011-04-18gold advances, oil posts losses after u.s. outlook"
positive,http://www.marketwatch.com/story/gold-pops-higher-after-weak-us-gdp-data-2016-07-29gold futures gain nearly 3% for the month
none,http://www.marketwatch.com/story/apollo-gold-cut-to-underperform-by-bmo-nesbitt-2005-05-13apollo gold cut to underperform by bmo nesbitt
negative,https://www.metalsdaily.com/link/287273/mining-top-gold-miners-production-cost-still-provides-floor-in-the-market-price.htmmining : top gold miners production cost still provides floor in the market price
neutral,https://www.moneycontrol.com/news/business/stocks/gold-to-trade28372-28686-range-achiievers-equities-945638.htmlgold to trade in 28372-28686 range: achiievers equities
positive,https://economictimes.indiatimes.com/markets/commodities/gold-rebounds-to-hit-four-month-high-silver-spurts/articleshow/21781514.cmsgold rebounds to hit four-month high; silver spurts
positive,http://www.marketwatch.com/story/gold-holds-slight-gain-after-data-2017-07-06Gold holds slight gain after data
positive,http://www.marketwatch.com/story/gold-etfs-higher-in-early-trade-2005-10-25gold etfs higher in early trade
negative,http://www.marketwatch.com/story/august-gold-falls-04-to-95130-an-ounceaugust gold falls 0.4% to $951.30 an ounce
positive,"http://www.marketwatch.com/story/february-gold-up-03-at-127480-an-ounce-2017-12-22february gold up 0.3% at 1,274.80 an ounce"
positive,"https://economictimes.indiatimes.com/markets/commodities/news/gold-edges-up-after-gaining-on-softer-dollar/articleshow/60096001.cmsgold edges up on softer dollar, palladium at 16-year peak"
negative,https://www.moneycontrol.com/news/business/markets/-2048613.htmlMCX GOLD Dec contract trading lower
positive,"http://www.marketwatch.com/story/dec-gold-climbs-460-to-46790oz-a-9-mo-high-2005-09-19dec gold climbs $4.60 to $467.90/oz, a 9-mo high"
negative,http://www.investing.com/news/commodities-news/gold-stays-close-to-6-week-low-as-investors-await-fed-outcome-466024gold stays close to 6-week low as investors await fed outcome
positive,"http://www.investing.com/news/commodities-news/gold-rises-on-ukraine-unease,-though-u.s.-data-cap-gains-301962gold rises on ukraine unease, though u.s. data cap gains"
negative,https://www.moneycontrol.com/news/business/markets/gold-futures-down-043weak-global-cues-1302211.htmlgold futures down 0.43% on weak global cues
