class_label,document
positive,feb gold up 60c at $423.60/oz in ny
positive,canadian markets close down; gold stocks hold slight gain
negative,gold declines first time in three days before eu summit
negative,december gold down $4.50 at $734.40 an ounce on nymex
positive,gold contrarians say it's time to start buying
neutral,Commodities - Gold Prices Hold Steady Ahead of U.S. Inflation Data
none,gold price chart: find all the latest gold rate chart and news
negative,"Gold drops $14.70, or 1.1%, to $1,301.70 an ounce"
none,"us stocks pushing modestly higher amid treasury, gold buying"
negative,"august gold down 0.2% at $1,221.10/oz."
neutral,gold prices steady in early asia ahead of light data day in the region
neutral,Silver slumps by Rs 655/kg on heavy selling; gold eases
positive,"gold futures up 0.6% on day, climbs 4.2% on week"
none,geojit comtrade`s 6 trading strategies on gold
negative,gold futures retreat; market awaits spain bailout
positive,gold futures give back more than half of the gains seen a day earlier
negative,gold adds to slight decline after economic reports
negative,"Gold settles lower, builds on a weekly loss"
negative,gold down $1 at $587 in the early going
negative,us scrap gold prices continue to decline in line with comex gold
positive,Gold prices gain in Asia as geopolitical events point to volatility
positive,Gold prices get post-settlement boost after Fed minutes
negative,Gold edges lower as dollar gain on Fed interest rate expectations
negative,"oil drops 1.3% after housing data, gold holds"
positive,"gold at $1,670.50, near day's intraday record"
negative,"gold slips below rs 30,000 on weak global cues, muted demand"
none,"india : gst, other such policies to boost gold demand, says world gold council"
neutral,"gold holds above $1,300 but firm dollar weighs"
negative,Gold prices to trade lower today: Angel Commodities
positive,"august gold gains $11.70, or 0.9%, to $1,253.40/oz"
negative,Gold futures decline 0.97% on global cues
negative,"gold breaks 3-day rise, down rs 100 on global cues, low demand"
negative,"aug. gold closes $down $87.80 at $1,286.20 per oz."
positive,Gold settles at a more than two-week high
none,Gold / Silver / Copper futures - weekly outlook: December 8 - 12
positive,feb. gold ends up $1.40 at $881.70 an ounce on nymex
negative,"Gold falls as new trade tariffs, rate-hike view buoy dollar"
positive,gold regains ground on softer dollar
positive,Gold inches up as stocks fall on Deutsche Bank worries
negative,"Gold, silver decline as investors await U.S. GDP data, FOMC decision"
positive,"gold up by rs 420, silver by rs 1,100 on wedding season demand"
none,charts : a hangman and a hammer are identified in gold and the dollar index
negative,"gold falls as dollar strengthens, etf holdings decline"
negative,gold inches down amid fed inflation concerns
negative,Gold futures tip lower as the U.S. dollar strengthens
negative,gold closes lower monday
negative,"Gold slides 1.5%, falls below $1,300 an ounce for first time in September"
none,Is India's gold rush coming to an end?
negative,gold trades flat in morning deals; silver down
negative,"aug. gold down 20 cents to settle at $1,096.20/oz on comex"
negative,"dec. gold drops $7, or 1.1%, to $632/oz in afternoon trade"
negative,feb gold falls $2.60 to end the day at $453.20 in ny
positive,"gold prices hit $338, issues shoot up"
negative,Gold futures extend losses in electronic trading after FOMC minutes
positive,"gold climbs rs 400, silver zooms rs 2,400 on global cues"
negative,"Gold, silver plunges on global meltdown"
none,indian gold refining units are now focusing on scrap jewellery
negative,gold falls as dollar gains but finds some support tied to eurozone concerns
negative,Gold Prices Fall In Asia After Official China PMI Dampens Sentiment
neutral,Gold prices remain supported on weaker dollar
negative,"Gold loses Rs 255, silver Rs 1,100 on weak Asian cues"
negative,gold futures drift lower; u.s. markets closed for thanksgiving
positive,gold glitters with second biggest gain in 2011; up by rs 1025
positive,"Gold futures rise to Rs 29,000 per 10 gm"
positive,august gold up $5.60 at $660/oz in electronic trading
positive,dec. gold ends up 1.8% at $1187 an ounce
negative,oil up at nearly $85; gold declines 1.1%
none,fresnillo lifts gold forecast; warns on loss
positive,gold moves back up after string of losses
positive,"spot gold quoted at $394.80, up 0.05% from ny"
negative,"gold slips below $1,070 after fed lifts interest rates"
positive,MCX GOLD April contract gains 1%
positive,gold futures at highest close since april 12
none,is an inverted yield curve bullish for the gold price?
positive,gold futures rise rs 34 on global cues
negative,gold retreats as stocks extend gains
neutral,"gold prices trade in range, but us rate hike view weighs"
negative,"August gold falls $8.10, or 0.6%, to settle at $1,271.40/oz"
positive,"gold prices rise, but end lower for the week"
positive,gold shares climb as prices fall
positive,"gold sparkles on diwali demand, tops rs 31,000"
negative,Gold futures trade flat to lower less than a half hour before settlement
negative,"Gold, silver prices slip on Fed outlook"
negative,gold settles lower as sell-off gathers momentum
none,Gold rush keep jewellers buzzing past midnight
negative,gold futures fall 1% after two-session climb
negative,"Dec. gold down $6.80, or 0.5%, to settle at $1,343.20/oz"
positive,"amex gold bugs index ends at a record 393.28, up 4.6%"
none,Gold rate
none,buy gold on dips around rs 31370: nirmal bang
positive,"Gold Rate Today: Gold, silver rise on higher demand"
negative,"April gold settles little changed, down 40 cents at $1,225.40/oz"
none,chinese gold panda coins now trading on the shanghai gold ...
positive,"Gold futures open higher at Rs 29,440"
negative,dec. gold ends down 30 cents at $787 an ounce on nymex
positive,"Dec. gold settles at $1,211.20/oz, up $1.40, or 0.1%"
positive,study predicts gold could plunge to $350 an ounce
none,can gold regain its glitter?
negative,"June gold falls 30 cents to trade at $1,226.60/oz"
none,India's gold demand went up by 9% to 727 tonne in 2017
negative,"August gold off $4.40, or 0.4%, at $1,264.50/oz."
none,charts : gold testing crucial level
negative,gold prices down in asia with central bank moves in focus
none,an open letter to investors who are bullish on gold
negative,Expect Gold to trade negative: Sushil Finance
negative,"comex gold down 3.5% on week, loses 3.9% on month"
negative,Gold ends at 3-week low as U.S. stock indexes tap record highs
negative,gold tops $414 on low rate signals
positive,gold retreats from one-year high as dollar gains ground
positive,"silver rises on global cues, gold steady"
positive,april gold up $1.60 at $985.80 an ounce on nymex
negative,"gold falls to rs 29,240; silver adds rs 800"
positive,gold prices gain in asia with chinese new year trade in focus
positive,Gold prices tally highest finish in over two weeks
positive,spot gold quoted at $597.90 in asia trade
negative,"gold, silver turn weak on global cues, slack demand"
positive,gold at highest in nearly seven months after fed
positive,"gold erases gains, turning lower as the dollar gains"
positive,Gold edges up as investors eye Greek debt crisis
neutral,"gold rate today: gold, silver trade mix in morning deals"
negative,"Gold futures down at Rs 29,335"
positive,"Gold prices steady to higher in Asia, ECB, U.S. jobs in focus"
positive,"crude eases back before european outcome, gold up"
negative,gold down for first time in seven sessions
positive,"dec. gold settles at $1,131.50/oz on comex, up $6.70, or 0.6%"
negative,"Gold extends weakness on global cues, low demand"
negative,dec. gold falls $1.90 to $594/oz in morning trading
positive,"Gold closes slightly higher in choppy trade, after China devalues yuan"
positive,"dec gold closes at 1-mo high of $412.60, up $3.60"
positive,august gold up $2.60 at $668.50 an ounce on nymex
none,world gold council announces new managing director in india
none,chinese physical gold investment demand surges while americans pile into stock and crypto bubbles
negative,gold bounces off record to end 0.6% lower
none,invest in gold for target of rs 32000: astromoneyguru
negative,reuters : analysts slash gold price forecasts after second quarter plunge
negative,gold futures fall as economic data lifts dollar
positive,gold gains for fourth straight session as dollar falls
negative,Gold ends at lowest level in over 2 weeks as dollar strengthens
neutral,gold prices remain supported in risk-off trade
none,wgc : global september quarter gold demand steady on etf outflow
negative,Gold ends lower after vote soothes French euro exit fears
none,turkey detains 17 people in investigation related to gold trader zarrab: agency
positive,Gold prices mark highest Comex finish since Sept. 22
positive,Gold futures settle higher for a second straight session
none,incrementum : in gold we trust 2017
positive,april gold climbs $1.90 to $688.60/oz after $691.80 high
positive,"Gold soars Rs 325 on wedding season demand, global cues"
positive,gold futures rally after u.s. employment report
none,Gold prices ease in Asia with support seen from India holiday demand
positive,"Gold hits Rs 31,000-mark on festive buying"
positive,"commodity bets: expert views on crude, gold, copper, lead"
none,"meet d-street's whizkid investor who stays anonymous, but strikes gold in stocks"
positive,Gold futures up $10 from the settlement as investors parse Fed statement
neutral,Expect Gold to trade sideways: Sushil Finance
none,Barrick Gold started at buy with $29 stock price target at Citigroup
positive,"gold extends rally; up by rs 50, silver recovers by rs 200"
negative,Gold futures shift lower ahead of settlement as dollar climbs
